Total Households Serviced,Single Family Dwellings,Multi-Family Dwellings,User Pay Waste Collection (Pay-As-You-Throw),Full User Pay,Bag Limit Program for Garbage Collection,Program Code,Municipal Group,Single Stream,Residential Promotion & Education Costs,Interest on Municipal  Capital,Total Gross Revenue,Year,Interaction of Households Serviced and operation cost,operation cost,Program efficiency,TOTAL Reported and/or Calculated Marketed Tonnes,Quadrant,Previous_Target,Cluster_Labels,Cluster_Probabilities
10606,52,52,True,False,False,296,7,False,18305.55,0.0,122809.44,2020,9342494174.62,880868.77,0.0033099113473895,801.5000000000001,1,799.83,6,0.024084490151099005
5676,26,52,True,False,False,301,7,True,12870.56,3717.65,37594.66,2020,2692974737.64,474449.39,0.0039603137674797,622.008886639346,1,570.3041310256192,7,0.018351458678471905
4895,52,52,False,False,True,321,7,False,1424.64,5039.53,20867.23,2020,2188076650.1,447002.38,0.0042450657465653,735.59,1,367.13,3,0.26593540490647927
56270,52,52,True,False,False,324,4,False,65348.920000000006,42800.81,692318.7,2020,276890578866.60004,4920749.580000001,0.0041334828981118,7352.21,2,7376.43,6,0.003053384023632168
3535,52,52,True,False,False,325,7,False,11363.55,0.0,420.0,2020,1094968795.1999998,309750.72,0.0037674823933864,385.2456057985473,3,334.47147980231034,6,0.06751969079005053
3718,26,26,True,True,True,331,9,False,2203.11,571.99,0.0,2020,643751176.64,173144.48,0.0068211433959012,375.1649646506753,2,442.758390639514,1,1.0
143484,28,28,True,False,True,335,2,True,87626.91,4800.82,2164273.07,2020,2098374613931.64,14624450.21,0.0042048226688076,26354.269999999997,1,25689.830000000005,-1,0.0
1801,26,0,False,False,True,346,7,False,2686.87,0.0,17890.460000000003,2020,326562308.77,181322.77,0.0035320282586664,227.74,1,223.88,3,0.6636178560596434
202483,52,52,True,False,False,357,2,False,250002.55,169605.53,3863038.78,2020,3084285696672.92,15232319.24,0.0056007473743166,35944.74999999999,1,34912.030000000006,0,1.0
2581,52,52,True,False,False,358,7,False,0.0,0.0,25760.270000000004,2020,651052862.3000001,252248.3,0.0036538396907968,329.13,4,394.7099999999999,6,0.1130230264394067
10165,52,52,True,False,False,361,7,False,6598.13,0.0,9561.06,2020,10641899411.95,1046915.83,0.0039252151832819,1661.2809709614248,1,1529.9173871203998,6,0.027093836725390154
4485,26,0,False,False,False,369,9,False,2478.26,1818.73,0.0,2020,1993229351.1,444421.26,0.0030949606298081,421.8299999999999,1,372.3299999999999,6,0.08994031074312278
2283,0,0,False,False,False,372,8,False,0.0,0.0,0.0,2020,272655676.44,119428.68,0.0048473831771451,146.79999999999998,1,124.59,6,0.37752527493091514
1952,0,0,False,False,False,375,8,False,0.0,8283.35,0.0,2020,484543125.12,248229.06,0.0022909854284716,165.68000000000004,1,162.62,6,0.06650578658897288
5158,52,52,True,False,False,376,7,True,1100.0,0.0,240.0,2020,2078549589.04,402975.88,0.0048159330465717,730.1929708766542,1,640.1858828169917,7,0.025789346652536252
1858,26,26,True,False,False,382,7,False,5277.76,0.0,17625.36,2020,207776442.58,111828.01,0.0057392494961508,221.7,1,165.19,6,0.11595366702428928
7409,52,0,True,True,False,389,7,False,9965.86,0.0,612.0,2020,4648729261.950001,627443.55,0.0039849317765439,843.7844249084334,2,867.9990100809814,5,0.16698032282777966
7013,26,26,False,False,True,394,6,False,3037.57,0.0,18641.16,2020,2953316453.51,421120.27,0.0045336417629775,519.76,4,594.2199999999999,3,0.2643461789845124
5078,0,0,False,False,False,404,8,False,1800.8200000000002,10411.17,10126.56,2020,1726476583.1,339991.45,0.0052936845445653,637.9100000000001,1,459.070449904728,6,0.050107706811632485
1657,0,0,False,False,False,413,8,True,48.0,578.81,44.0,2020,117131291.89,70688.77,0.0052437318626726,82.92,1,76.8,7,0.13385674084708277
3650,26,26,False,False,True,414,6,True,11191.0,2061.0,12694.75,2020,789165806.5,216209.81,0.0038641422042847,191.23356743937205,3,165.57466674439706,2,0.1256987729520113
1200,0,0,True,True,False,416,9,False,1074.39,0.0,0.0,2020,103702896.0,86419.07999999999,0.0032849565080845,67.15792654375437,3,63.282402387757536,5,1.0
5295,52,0,False,False,True,420,9,True,6698.7,0.0,144.32,2020,1936068300.75,365640.85,0.003971574956903,398.2621027424221,1,342.9982353550328,2,0.12554887777632132
5642,52,52,False,False,False,426,6,False,2500.0,0.0,0.0,2020,1037737855.7,183930.85,0.0091490415466514,501.9116466693939,3,463.4651825294747,6,0.09730865336920792
3034,52,52,True,False,False,427,5,False,817.62,0.0,34068.35,2020,719689891.18,237208.27,0.0048546001065729,437.0700000000001,2,437.81,6,0.09122081148774534
48603,26,26,True,False,True,429,4,False,29956.7,705.98,266727.62,2020,73205582948.21999,1506194.7399999998,0.0092697128913902,4010.8068,2,4180.464400000001,3,0.03870853992731992
17740,52,52,False,False,True,430,6,True,24524.7,22367.31,40.0,2020,31071397652.2,1751488.0299999998,0.0040259236218489,2802.797971361531,3,2460.6196060451057,2,0.02796419008724764
3307,52,52,True,True,True,434,7,True,5210.62,0.0,0.0,2020,442826116.83,133905.69,0.0071928937483332,280.524733594329,1,253.476329935198,1,0.07582093781683291
3639,52,0,False,False,False,437,7,True,2181.27,0.0,0.0,2020,898814149.98,246994.82,0.0046462646708667,361.9107853981892,1,305.3663484528644,7,0.049400278005057974
416843,52,52,False,False,True,441,2,False,174752.23,13327.43,6993295.83,2020,9339636887325.78,22405646.46,0.0070817799712854,60398.66,1,55231.54,-1,0.0
69,52,52,False,False,False,443,6,True,0.0,0.0,0.0,2020,1092172.02,15828.58,0.002036549993846,15.06,4,15.060000000000004,7,0.8036572099524173
5936,26,0,False,False,False,502,7,True,5325.13,0.0,41271.96,2020,2899618051.68,488480.13,0.0037260506420069,558.0812340973678,3,497.74545729062567,7,0.025314487046222755
3267,52,0,False,False,False,503,7,False,2855.92,0.0,32661.7,2020,727148506.59,222573.77,0.0052580121100907,419.22,1,391.2185740323925,6,0.10695534395533271
711,0,0,False,False,False,508,9,False,0.0,13.17,0.0,2020,69802097.94,98174.54,0.0018874315334776,48.29148522303869,2,83.552342128141,6,0.5378596055177226
5982,52,52,True,False,False,510,7,False,1419.55,0.0,49771.33,2020,2473123364.82,413427.51,0.0043099974826431,530.77,1,507.2989272180541,6,0.07014389033169423
4018,0,0,True,False,False,512,9,False,35331.79,0.0,6960.49,2020,995305048.08,247711.56,0.0040113489262031,245.73300839515292,1,208.6493236810766,6,0.021025619518952716
3894,52,52,False,False,True,516,9,False,79.39,470.0,48.06,2020,596658967.74,153225.21,0.0086099283544446,446.9547719977193,1,310.85525259616537,3,0.4873332129416401
2701,0,0,True,False,False,521,9,False,10722.25,4123.68,26.55,2020,987566251.8599998,365629.8599999999,0.0016454776484174,134.01169581149534,3,125.1581408538764,6,0.060026488637788714
1414,0,0,False,False,True,522,9,False,2000.64,1469.14,36.0,2020,178792480.58,126444.47,0.0025864220158354,75.63956944058462,2,76.16954080028582,3,0.8104136090435079
6098,0,0,True,False,False,523,9,False,5282.67,515.08,165.92,2020,2181011289.8,357660.1,0.0054586756739675,625.0692728311548,4,698.3605833571513,6,0.08714693448471393
4478,52,52,True,False,False,524,5,False,8356.21,0.0,30004.35,2020,1573297430.18,351339.31,0.0043276207468537,516.2591798893394,1,482.9026295663896,6,0.08127827680426326
2170,0,0,False,False,False,527,9,False,2992.33,364.22,0.0,2020,286426263.90000004,131993.67,0.004393802962155,154.99854785641855,3,153.2652081576754,6,0.23353053561533896
15019,52,52,False,False,True,531,7,True,16142.38,424.04,4289.12,2020,9166011443.410002,610294.3900000001,0.0086298882688877,1846.92,2,1984.57,2,0.05047830955220392
150,0,0,False,False,False,537,8,True,61.14,0.0,0.0,2020,1375792.5,9171.95,0.004596675853484,11.85004110738747,3,9.791898688508848,7,1.0
1134,0,0,False,False,False,543,9,False,0.0,0.0,0.0,2020,97759872.0,86208.0,0.003480964684801,79.41111966315053,4,79.5769875669882,6,0.5548871192198694
219,0,0,True,False,False,545,8,False,90.0,0.0,0.0,2020,1778496.81,8120.99,0.0072391251813715,15.781417521151385,3,14.80055082767655,6,1.0
2562,52,52,True,True,False,547,9,False,2442.5,782.37,0.0,2020,444222489.9,173388.94999999998,0.004332237334585,220.2359384573456,3,219.72789419435512,5,0.8371910664235475
3684,0,0,False,False,False,550,7,False,1334.58,0.0,799.83,2020,1708399740.0,463735.0,0.0022651428679251,299.51,3,242.01,6,0.0871024967431252
1490,26,26,True,False,False,551,7,False,1538.35,43.72,0.0,2020,293905792.9,197252.21,0.0025407668640849,168.57265257450146,3,153.387526759557,6,0.28228128967369426
1689,52,52,True,True,False,552,9,False,0.0,1422.39,0.0,2020,263520600.63,156021.66999999998,0.0030627972498907,135.2,3,122.8,5,0.8090760183883238
5370,26,26,True,False,True,555,7,True,17984.449999999997,2390.61,331.81,2020,3014575641.299999,561373.4899999999,0.0034069984863467,681.1980488222207,3,517.6673921763112,2,0.08339231042274357
3249,52,52,True,False,False,556,7,False,2434.6400000000003,0.0,417.72,2020,1075402819.9799998,330995.02,0.0035265020352688,419.3546717514765,2,429.57419276527327,6,0.12952771370056645
2862,52,52,False,False,True,558,7,True,237.6,0.0,0.0,2020,1621601157.7799995,566597.19,0.0019368129020586,420.7794699722357,3,390.3515756314045,2,0.11912180078686008
460,26,0,True,False,False,562,6,False,656.04,0.0,0.0,2020,21181670.6,46047.10999999999,0.0043457071571903,87.0498123950294,3,81.4729258961534,6,0.5753013403649272
3845,52,52,True,False,False,565,5,False,7302.75,793.43,560.0,2020,1353339376.35,351973.83,0.0038989357517453,489.7974968761754,2,494.2108368167203,6,0.10376467060956887
3065,52,52,True,True,False,567,9,False,2208.76,681.64,0.0,2020,661204419.7,215727.38,0.0050309970647715,384.3157535547351,3,359.29341894128856,5,0.5410506842889503
4433,52,52,True,False,False,600,7,True,9440.59,0.0,0.0,2020,1407863658.63,317587.11,0.0055655312012575,704.7600000000001,2,754.93,7,0.023951391717940716
38435,52,52,True,False,False,601,4,False,49280.0,10965.91,226301.42,2020,115678584356.5,3009719.9,0.0047481455927689,5313.41,2,5551.27,6,0.005354745851019501
1891,52,52,True,False,False,603,6,True,5613.88,0.0,0.0,2020,154568278.80999997,81738.90999999999,0.0054268840577051,104.05602741882994,1,97.2427118677526,7,0.040589351848350434
5624,26,0,True,True,False,604,7,True,6461.87,1621.27,440.0,2020,1201722653.68,213677.57,0.0082030092467396,546.2846059247851,3,515.3004296156357,4,0.758863644374591
136,0,0,True,False,False,605,8,True,61.14,0.0,0.0,2020,1256081.04,9235.89,0.0043086594531726,11.64401978742645,4,11.74323389478004,7,1.0
328,0,0,True,False,False,607,8,True,61.14,0.0,0.0,2020,4543557.680000001,13852.31,0.0054652075745353,17.473660100397495,2,17.618373107885347,7,0.6903260567696091
1166,0,0,True,False,False,610,8,False,716.99,92.82,0.0,2020,45457431.13999999,38985.78999999999,0.0075952377133992,75.1963688383937,2,75.67152934976775,6,0.49879781244210397
302,0,0,True,False,False,611,8,False,400.0,0.0,0.0,2020,7071864.54,23416.77,0.0027175311257119,13.40899076824702,4,19.780665332856973,6,1.0
3309,26,26,True,False,False,612,7,True,3916.95,8505.52,6380.83,2020,1067609505.99,322638.11000000004,0.0038450087893431,465.0816841831124,2,465.46741427569935,7,0.02207793817636624
1054,26,26,False,False,True,613,5,False,0.0,0.0,0.0,2020,124846816.46,118450.49,0.0033819375018482,152.25244216441206,1,131.44881180778845,3,1.0
1676,0,0,True,False,False,616,8,False,1397.44,1318.27,0.0,2020,369962452.32,220741.32,0.0024903665742179,180.31,3,164.92,6,0.24086986922663195
295,52,52,False,False,True,618,6,False,0.0,0.0,0.0,2020,5202159.8,17634.44,0.0043344757812433,19.8049837724141,3,17.61132857645476,3,1.0
2396,52,0,True,False,False,620,6,False,882.31,0.0,0.0,2020,302867697.8,126405.55,0.0056194775203312,210.5898077037784,4,235.769105126831,6,0.27564851456104394
1629,52,0,False,False,False,622,6,False,150.0,0.0,192.0,2020,173090176.92,106255.48,0.0039425988245341,107.73250716393926,4,122.5981872573538,6,0.4722700742087543
2532,52,52,False,False,True,623,6,False,0.0,0.0,0.0,2020,207082430.52,81786.11,0.0097453691491301,250.89499187949437,1,230.09002718232705,3,0.6942976388058113
297,52,0,True,False,False,626,6,False,100.0,0.0,0.0,2020,5503258.53,18529.49,0.0045508303209827,23.94152272619608,1,21.5105998451828,6,1.0
2313,0,0,False,False,False,627,6,False,0.0,0.0,0.0,2020,178713042.92999998,77264.60999999999,0.0078940891711989,160.83836755587546,4,166.68530619268788,6,0.3227235543204326
4166,0,0,True,True,False,629,9,False,231.45,2850.4,20431.0,2020,814544735.32,195522.02,0.004606953622763,194.76,2,239.09,5,0.45057479030269526
3584,0,0,True,False,False,630,9,False,629.89,0.0,4655.1900000000005,2020,1028846766.08,287066.62,0.0023546775569169,127.4853496890368,2,168.81999999999996,6,0.132638794792244
4817,26,26,False,False,True,634,6,True,9261.81,10216.92,0.0,2020,2999855873.95,622764.3499999999,0.0030329995563325,740.6542756791191,1,627.6325278076947,2,0.10631668214269761
548,52,52,True,False,False,635,7,False,601.5,0.0,0.0,2020,20736429.6,37840.2,0.0046914656396122,57.510000000000005,4,58.100000000000016,6,0.710768059745982
2195,52,52,False,False,False,636,6,False,100.0,0.0,76680.0,2020,179585768.79999998,81815.84,0.0041297810667118,52.01089419828802,4,71.04089656424912,6,0.05516402108677131
40,52,52,False,False,True,637,8,True,0.0,0.0,0.0,2020,965266.4,24131.66,0.0010261571495226,15.330000000000002,3,11.1622,2,1.0
135,0,0,False,False,False,638,8,True,0.0,0.0,0.0,2020,2348526.1500000004,17396.49,0.0022588129529509,11.437998467465432,2,11.482586231848506,7,1.0
919,52,0,False,False,False,641,6,False,937.42,0.0,0.0,2020,30719743.84,33427.36,0.0025781740586043,8.081893334069818,3,7.688597832559247,6,0.4786997006373242
1230,26,0,True,True,False,642,7,True,1050.0,0.0,0.0,2020,93626062.5,76118.75,0.0048510753908963,110.8547309775436,4,131.41386363582228,4,1.0
75,52,0,False,False,True,643,7,False,1270.0,82.07,0.0,2020,1856941.5,24759.22,0.0009187958120197,6.900025061560682,4,8.107975896153388,3,0.9982380540685396
112,26,0,False,False,False,644,6,False,5810.39,0.0,0.0,2020,4361644.0,38943.25,0.0005897820420435,4.710092674264346,4,4.710092674264346,6,0.10973405945638003
97,0,0,False,False,False,645,8,True,0.0,0.0,0.0,2020,866340.9500000001,8931.35,0.0034368229581268,9.71352371519913,1,4.438417839704656,7,1.0
508,52,0,False,False,True,694,6,True,5568.1,1443.22,0.0,2020,19695861.040000003,38771.380000000005,0.0025359459388562,19.03,1,13.652301912467731,2,0.26587159918705366
2495,0,0,True,False,False,696,5,True,600.0,0.0,129.0,2020,292100278.7,117074.26,0.007300489378273,292.79,3,255.582644832942,7,0.07884936510303313
519,26,0,False,False,True,706,6,True,897.5,0.0,0.0,2020,32259680.220000003,62157.380000000005,0.0026151294899218,50.910157288144994,2,56.01811393598729,2,1.0
730,0,0,False,False,False,709,8,False,300.0,0.0,0.0,2020,39548866.9,54176.53,0.0041764000779595,70.12997764079938,3,69.80897350244135,6,0.7918899424460277
1446,52,52,True,False,True,710,6,False,0.0,0.0,0.0,2020,109796428.44,75931.14,0.004271209507676,72.74,3,69.21000000000001,3,1.0
1944,52,52,True,True,False,711,7,False,7115.25,6214.61,12751.15,2020,434512440.72,223514.63,0.0041672148077529,446.28,4,456.7000000000001,5,0.2946123888251283
3391,52,0,True,True,False,712,7,True,705.5,0.0,0.0,2020,1291710062.55,380923.05,0.0043299902471449,802.2699999999999,1,732.7500000000001,4,0.6394680487743117
742,0,0,False,False,False,714,8,False,0.0,0.0,0.0,2020,82604745.3,111327.15,0.0017791417331948,52.87122477901159,2,55.7947565440038,6,0.43251270524463203
272,52,52,False,False,True,718,7,True,1275.0,0.0,0.0,2020,6365305.92,23401.86,0.0044371187482915,39.64002804435152,1,33.19383210090193,2,1.0
5702,52,52,True,False,False,731,5,False,11293.78,0.0,15317.28,2020,2303766743.68,404027.84,0.0052278785988485,782.4315572325913,2,1049.4,6,0.053541693328316105
1510,52,52,True,True,False,732,5,True,1200.58,0.0,0.0,2020,136755309.3,90566.43,0.0063836532652166,221.3584626692276,1,190.209393157142,4,1.0
1490,52,52,True,False,False,736,7,False,1309.87,0.0,144.0,2020,251360362.7,168698.23,0.0026244982384259,131.56105718761611,1,122.5981872573538,6,0.33790010779630825
358,26,0,False,False,False,747,6,True,198.22,29.53,0.0,2020,16281553.6,45479.2,0.0025646050610957,38.00000000000001,4,38.0,7,0.5248448353786078
323,0,0,False,False,False,749,8,False,0.0,0.0,0.0,2020,4283700.29,13262.23,0.0084620935728997,38.99296278491534,3,25.18015790163153,6,1.0
832,52,52,True,True,False,754,5,False,475.0,0.0,0.0,2020,29852509.440000005,35880.420000000006,0.0080197327785599,99.520260711578,2,100.397361015839,5,1.0
3755,52,52,True,True,False,757,7,False,6025.43,0.0,608.0,2020,1045281940.95,278370.69,0.0047371303241275,463.09248804220056,2,525.4000000000001,5,0.3512567650517735
3541,39,39,True,True,False,758,6,True,32214.43,0.0,10.15,2020,1111807606.25,313981.25,0.0033420933049822,310.9701064330129,3,242.43754918347625,4,0.2263584472571836
24557,52,52,True,False,False,760,4,True,77795.55,634.71,569902.49,2020,39343761557.23,1602140.39,0.0067894548677219,4818.32,2,5012.86,7,0.001723762212583568
622,0,0,False,False,True,764,8,True,0.0,0.0,0.0,2020,6258582.659999999,10062.03,0.0081875092531742,10.911499538676162,4,15.2,2,1.0
752,26,26,False,False,False,765,6,True,0.0,0.0,0.0,2020,70491562.56,93738.78,0.0031303461696965,114.5,3,86.9064,7,0.16400458762853873
211,26,0,False,False,False,770,6,True,0.0,0.0,0.0,2020,5600897.94,26544.54,0.0035565423027704,42.24,3,26.52970536757145,7,0.5143155845364412
1261,0,0,False,False,False,771,9,False,0.0,0.0,0.0,2020,116694957.6,92541.6,0.0047071648793271,150.47963975564835,3,150.21598015362628,6,0.335845705670036
4245,26,26,True,False,False,774,6,True,2220.28,1241.73,0.0,2020,1397702502.3,329258.54,0.0037999676928781,368.7705323109652,3,357.5311036963233,7,0.039084027139345674
2098,0,0,False,False,False,775,8,True,9347.41,172.53,0.0,2020,262882672.88,125301.56,0.0047831338736925,171.21134730686416,3,138.1643949480029,7,0.02711218122056974
20930,52,52,False,False,True,786,7,False,21051.8,51295.02,167373.52,2020,32956809995.200005,1574620.64,0.0050812436057978,3058.6,2,3077.6600000000008,3,0.037350619990762626
216,0,0,False,False,False,790,8,True,61.14,0.0,0.0,2020,1981000.8,9171.3,0.0055164019619067,11.85004110738747,3,9.791898688508848,7,1.0
337,26,0,True,True,False,794,6,False,1077.5,272.02,0.0,2020,16367173.36,48567.28,0.0016997476262844,20.222113750946736,3,19.658346730975342,5,0.8293747880111583
2466,26,26,True,True,True,795,8,True,4541.29,6119.16,4554.55,2020,493695863.28,200201.08,0.0033198340207591,179.13172249647664,2,254.79365731271687,1,0.07582753372246757
142,0,0,False,False,False,796,8,True,0.0,513.06,0.0,2020,3575006.2,25176.1,0.0028201349692764,35.5,3,32.0,7,0.3446952645539642
425,0,0,False,False,False,797,8,False,0.0,0.0,1315.0,2020,18571046.5,43696.58,0.0020092007196302,18.13646385828356,4,24.36761290341789,6,0.7582688091243818
1253,0,0,False,False,False,801,8,False,1978.0,0.0,0.0,2020,142180967.32,113472.44,0.0028234947093092,81.92258974223245,4,135.0746846492795,6,0.27433853721789486
292,26,26,False,False,False,806,6,True,0.0,0.0,0.0,2020,15967970.36,54684.83,0.0019262664372936,38.00000000000001,3,27.999999999999996,7,0.46213045018661547
5026,52,52,False,False,True,809,8,True,0.0,12432.36,0.0,2020,2263964615.08,450450.58,0.0017678295616095,126.16898242797926,4,348.4647917451645,2,0.0927050331215682
1299,52,0,True,False,False,810,8,False,0.0,529.88,0.0,2020,208323968.43,160372.57,0.0026289420885231,136.83999999999995,3,124.99000000000002,6,0.3486794295191308
6706,52,52,True,True,False,811,6,True,4844.68,24801.03,3336.74,2020,4184942336.4,624059.4,0.0032904017105424,628.7618076825127,3,586.7249337903056,4,0.2562391632609564
934,52,0,True,False,False,812,8,True,424.15,513.57,164.5,2020,80388707.52,86069.28,0.0021191655848989,35.618797095482755,4,42.13334248631036,7,0.17372999930887256
550,52,0,False,False,False,818,8,False,50.71,0.0,0.0,2020,10569454.5,19217.19,0.0069953569862771,32.857676017331165,4,39.64870109562938,6,0.8690933763672394
521,26,26,False,False,False,824,6,True,0.0,0.0,0.0,2020,30604087.05,58741.05,0.0022165928634881,32.54,4,33.61,7,0.37802749051389917
205,52,52,False,False,True,826,6,True,0.0,0.0,0.0,2020,7457178.4,36376.48,0.002668081038976,45.95000000000001,3,39.180400000000006,2,1.0
158,0,0,False,False,False,830,9,True,0.0,0.0,0.0,2020,4646208.04,29406.38,0.0021118879302576,24.41,3,16.12858136239133,7,0.6866539810549437
860,0,0,True,False,False,833,8,False,50.0,0.0,0.0,2020,34430254.8,40035.18,0.005460630587366,55.57387943158762,2,61.8058421221865,6,0.7194544790040007
916,0,0,False,False,False,834,8,False,10786.17,686.51,5361.7,2020,48136102.28,52550.33,0.0061659853890518,114.62,1,74.23,6,0.06446918202038188
2071,52,0,False,False,False,837,8,False,259.0,748.26,0.0,2020,339498781.48,163929.88,0.0038716111444782,194.5,1,176.99,6,0.31559298976269723
1674,26,26,True,True,False,840,6,False,4222.6,0.0,0.0,2020,269678252.88,161098.12,0.0030925541033274,148.27232695257985,3,138.55202775991427,5,0.7177554788547718
345,26,26,False,False,False,843,6,True,0.0,0.0,0.0,2020,11206314.15,32482.070000000003,0.0028591428472703,25.0,3,24.72,7,0.5705459237810103
304,0,0,False,False,False,845,8,True,0.0,0.0,0.0,2020,834641.1200000001,2745.53,0.007190174652437,1.2819104353130035,4,4.198540732626815,7,0.672275486440438
357,26,0,False,False,True,846,6,True,0.0,0.0,0.0,2020,13915320.930000002,38978.490000000005,0.0025991301178707,28.75,3,24.696,2,1.0
543,52,52,False,False,True,914,8,False,532.3,0.0,0.0,2020,10589900.94,19502.58,0.0081925964346173,47.014024663782486,4,47.014024663782486,3,1.0
6062,52,52,True,False,False,854,7,True,15892.46,0.0,17207.98,2020,4463492185.32,736306.86,0.0034013518795917,1034.6772209405235,1,929.24,7,0.013072865020597468
1605,52,0,True,False,False,855,7,False,2425.81,0.0,530.0,2020,253194399.6,157753.52,0.0038106094089202,225.15,3,155.11353756998295,6,0.24208006863568357
233,26,26,False,False,True,862,7,False,330.0,0.0,10454.92,2020,2554509.48,10963.56,0.0050267475531692,13.035311829144868,1,12.345441747052517,3,0.9989384624981619
1321,0,0,False,False,False,866,8,False,2287.35,0.0,0.0,2020,65380860.66,49493.46,0.0086220659045485,137.85276769715003,4,147.75213403001078,6,0.2469219207111358
272,0,0,False,False,False,871,8,False,467.54,0.0,0.0,2020,4090180.96,15037.43,0.0046561856946794,18.023491155764304,3,12.214386102179349,6,0.9761289811009692
2369,0,0,False,False,False,873,8,False,913.93,96.37,0.0,2020,219884041.56,92817.24,0.0066926958953653,162.89000000000007,2,185.67000000000004,6,0.29547162491830453
47845,52,52,True,True,False,878,4,True,130417.57,18558.55,556703.9400000001,2020,174052741870.0,3637846.0,0.0050552879107229,7068.770000000001,2,7393.499999999999,4,0.034210644546732095
3443,26,26,True,False,False,885,5,False,1102.28,0.0,0.0,2020,446295259.85,129623.95,0.0026908037848721,35.334385264868686,2,441.48,6,0.12503044566786262
1438,52,0,True,False,False,888,6,False,0.0,0.0,0.0,2020,105362892.72,73270.44,0.0050043961359344,93.49794664651309,4,103.64754100869357,6,0.44581369289060735
548,52,0,False,False,False,889,6,True,137.0,0.0,0.0,2020,29036289.64,52985.93,0.0026614900163081,36.29027399017052,2,36.258728414910095,7,0.42385038344574066
1492,26,26,True,False,False,891,6,True,1399.81,0.0,0.0,2020,159917856.6,107183.55,0.0059547396842484,273.03166188315413,2,291.1434394945195,7,0.08420427197943796
1938,26,0,True,True,False,897,8,True,3051.41,3381.81,200.0,2020,668820001.68,345108.36,0.0012097545071456,89.93975179187129,3,72.36142685493733,4,1.0
437,52,52,False,False,False,904,6,False,1331.25,0.0,0.0,2020,5598712.9,12811.7,0.0092747824898881,32.31019292050708,3,23.64144748103287,6,0.45748695213776025
2490,0,0,True,True,False,905,8,False,850.0,0.0,0.0,2020,174130007.7,69931.73,0.007304897697571,104.80390710632471,3,93.0931930749077,5,0.878382854651876
2311,26,0,True,True,False,906,6,True,3993.66,721.67,38252.3,2020,550758721.7199999,238320.52,0.0029891981363479,219.6,2,251.9,4,0.974434268478558
1324,0,0,False,False,False,907,8,False,0.0,2015.74,0.0,2020,23477446.04,17732.21,0.0072261703598929,12.40092665345982,2,19.62339855900917,6,0.2138614573773663
4593,52,52,True,False,False,909,5,False,4265.91,0.0,1334.85,2020,851835692.6999999,185463.9,0.0080162212202742,481.24,1,447.86,6,0.11097290677835146
1207,52,52,True,False,False,917,6,True,440.0,0.0,249.67,2020,65974680.35,54660.05,0.0091834934530825,208.7606404745742,3,188.103078259398,7,0.10488772876171942
980,0,0,False,False,False,918,8,False,668.63,0.0,0.0,2020,56796135.2,57955.24,0.0040226644919188,55.46090672906836,4,61.65731239133024,6,0.6498735275951455
1086,0,0,False,False,False,922,8,False,0.0,7582.23,7437.3,2020,152687972.76,140596.66,0.0028779265017949,150.75772640800346,3,48.13000000000001,6,0.07503770135976633
512,26,26,False,False,False,923,5,False,282.26,0.0,84.96,2020,16985548.8,33174.9,0.0045489142203491,44.48,4,44.94334914850541,6,0.8987947468027057
1877,0,0,False,False,False,924,8,False,1414.0,7.63,0.0,2020,88681286.33,47246.29,0.0079370356386454,74.91828218603861,2,94.70954602834344,6,0.2943858911607468
745,12,12,True,True,False,929,8,False,2104.29,0.0,0.0,2020,55066876.150000006,73915.27,0.0028971279265757,61.55274245722206,3,53.69786622603311,5,1.0
866,0,0,True,False,False,936,9,False,23.98,0.0,0.0,2020,66381065.0,76652.5,0.0024582535404842,41.00040080660366,1,40.44377200785995,6,0.6630317128728975
791,0,0,False,False,False,952,9,False,474.11,328.89,3120.3,2020,72676613.31,91879.41,0.002331425148337,58.01,3,54.32,6,0.5510599497429692
1145,0,0,False,False,False,955,8,True,357.0,0.0,0.0,2020,36097693.650000006,31526.370000000003,0.0078794803866936,53.89365121795087,3,50.27682082006304,7,0.1767586122396233
672,26,0,True,False,False,957,6,False,1289.4299999999998,0.0,0.0,2020,27753761.280000005,41300.240000000005,0.0066155131713876,111.08692740797257,1,101.1487467131118,6,0.45459371507295543
1977,52,52,True,False,False,958,7,False,627.2,0.0,123.4,2020,402742301.22,203713.86,0.0048691152688236,497.6621350130928,4,508.60074662379424,6,0.10894993031229522
2237,26,0,True,False,False,959,6,True,1268.49,0.0,0.0,2020,287321599.83,128440.59,0.0073404673272367,397.3617132699998,1,330.53645925433347,7,0.06396639140412598
1137,52,52,True,True,False,967,7,False,1408.8000000000002,1587.16,0.0,2020,110275412.85000002,96988.05000000002,0.0046649930588443,180.04372698414892,1,155.9999026140288,5,1.0
108,52,0,False,False,False,969,6,True,5500.0,7066.61,0.0,2020,8569208.16,79344.52,0.0006208858904887,22.47158471426664,3,20.253027862922966,7,0.026098594489175286
1806,26,0,True,False,False,970,6,True,0.0,0.0,280.0,2020,135516912.3,75037.05,0.0079746260206807,198.2688139950779,1,155.9518368102222,7,0.10506487523293259
7700,52,52,True,True,False,971,7,False,951.46,90.06,91228.23,2020,4953655091.0,643331.83,0.0040986853473492,902.9599999999998,1,888.3399999999999,5,0.13707418172925384
365,0,0,False,False,False,973,8,True,0.0,227.86,0.0,2020,3740687.9,10248.46,0.0056761016108944,9.27095939824583,3,8.10121114516919,7,0.5205688925671197
